שם יישוב,סמל יישוב,תעתיק,מחוז,נפה,אזור טבעי,מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,סך הכל אוכלוסייה 2019,יהודים ואחרים,מזה: יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,קואורדינטות,גובה ממוצע,ועדת תכנון,מרחב משטרה,שנה,שם יישוב באנגלית,אשכול רשויות מקומיות
צוריאל,774,ZURI'EL,2,24,243,52,,1,360,357,351,3,1950,310,1,2296776797,636,255,10004484,2019,Zuri'el,212
צורית,1221,ZURIT,2,24,242,56,241,1,901,900,878,1,1981,370,9,2239675642,345,205,10004465,2019,Zurit,210
ציפורי,613,ZIPPORI,2,23,237,9,,1,973,855,831,118,1949,310,1,2263973898,250,254,15002369,2019,Zippori,213
צלפון,796,ZELAFON,1,11,112,26,,1,1044,1044,1038,,1950,310,1,1935563469,168,151,15000597,2019,Zelafon,
צנדלה,636,SANDALA,2,23,232,8,,2,1644,,,1644,,450,,2306271428,112,204,10004394,2019,Sandala,213
צפרייה,594,ZAFRIYYA,4,43,432,40,133,1,971,971,971,,1949,310,2,1865065672,31,425,10002207,2019,Zafriyya,
צפרירים,1079,ZAFRIRIM,1,11,112,26,444,1,402,402,396,,1958,310,1,1947461865,330,151,15000597,2019,Zafririm,
צפת,8000,ZEFAT,2,21,212,0,,1,36094,35261,33689,833,ותיק                ,160,,2475776328,604,216,10004528,2019,Zefat,211
צרופה,612,ZERUFA,3,32,321,15,243,1,1096,1095,1081,1,1949,310,1,1953472826,21,303,10004333,2019,Zerufa,
צרעה,567,ZOR'A,1,11,112,26,444,1,929,929,913,,1948,330,15,1971663005,208,151,15000597,2019,Zor'a,
קבועה (שבט),1234,QABBO'A,6,62,623,,,3,,,,,,460,,2160057200,0,699,10001911,2019,Kabbu'a,
קבוצת יבנה,334,QEVUZAT YAVNE,4,44,441,29,143,1,964,964,964,,1941,330,3,1735563595,50,456,10001821,2019,Qevuzat Yavne,420
קדומים,3557,QEDUMIM,7,73,,99,145,1,4545,4545,4517,,1977,190,,2152868054,417,710,15004488,2019,Qedumim,710
קדימה-צורן,195,QADIMA-ZORAN,4,41,411,99,141,1,22683,22660,22212,23,1933,160,,1926468743,51,457,15000060,2019,Qadima- Zoran ,410
קדמה,392,QEDMA,6,61,611,35,,,,,,,,510,,1787462323,100,632,10001821,2019,Qedma,420
קדמת צבי,4025,QIDMAT ZEVI,2,29,293,71,,1,500,500,475,,1985,310,7,2655377065,474,219,10004579,2019,Qidmat Zevi,211
קדר,3781,QEDAR,7,76,,76,445,1,1599,1599,1582,,1985,370,9,2294162889,449,714,10003314,2019,Qedar,
קדרון,615,QIDRON,4,44,441,28,143,1,1607,1607,1591,,1949,310,1,1807863592,52,456,15002488,2019,Qidron,420
קדרים,1211,QADDARIM,2,21,214,1,,1,270,270,268,,1980,330,15,2447075593,110,253,10004552,2019,Qaddarim,211
קודייראת א-צאנע (שבט),964,QUDEIRAT AS-SANI,6,62,623,,,3,,,,,,460,,2110057800,,699,10001937,2019,Kudayrat as-Sani',
קוואעין (שבט),972,QAWA'IN,6,62,623,,,3,,,,,,460,,2020058100,,699,10001937,2019,Kawa'in,
קוממיות,766,QOMEMIYYUT,6,61,611,34,,1,559,559,559,,1950,310,19,1745361889,70,631,10001813,2019,Qomemiyyut,
קורנית,1179,QORANIT,2,24,241,56,241,1,926,926,917,,1982,370,10,2239674988,443,205,10004513,2019,Qoranit,210
קטורה,1052,QETURA,6,62,625,53,,1,471,470,432,1,1970,330,15,2056243123,114,608,10001955,2019,Qetura,
קיסריה,1167,QESARYYA,3,32,324,15,,1,5343,5326,5161,17,1977,180,,1916171235,20,303,10004261,2019,Qesaryya,
קלחים,414,QELAHIM,6,62,621,42,,1,643,642,637,1,1954,310,10,1694059538,170,651,10001930,2019,Qelahim,620
קליה,3601,QALYA,7,75,,74,,1,437,437,425,,1968,330,15,2443462865,-361,713,10003314,2019,Qalya,710
קלנסווה,638,QALANSAWE,4,41,412,0,141,2,23144,44,23,23100,,260,,1980468829,37,458,10002155,2019,Qalansawe,410
קלע,4024,QELA,2,29,292,71,,1,319,319,295,,1984,370,9,2648178199,641,219,10004579,2019,Qela,211
קציר,1243,QAZIR               ,3,32,323,14,,1,2884,2829,2622,55,1982,190,,2099971023,336,351,10004233,2019,Qazir,
קצר א-סר,1347,QASR A-SIR,6,62,623,68,,2,2459,2,,2457,,290,,1982455466,536,624,10001918,2019,Qasr A-Sir,610
קצרין,4100,QAZRIN,2,29,293,99,,1,7297,7222,5920,75,1977,180,,2645476648,331,220,10004579,2019,Qazrin,211
קריית אונו,2620,QIRYAT ONO,5,52,512,0,122,1,40409,40373,39334,36,1939,160,,1866566309,61,508,10001516,2019,Qiryat Ono,
קריית ארבע,3611,QIRYAT ARBA,7,77,,99,,1,7326,7326,7167,,1972,180,,2112760481,913,709,15003512,2019,Qiryat Arba,
קריית אתא,6800,QIRYAT ATTA,3,31,311,0,222,1,59031,58912,54293,119,1925,150,,2104674550,35,305,10004207,2019,Qiryat Atta,310
קריית ביאליק,9500,QIRYAT BIALIK,3,31,311,0,221,1,40231,40195,36502,36,1934,160,,2087274931,12,352,10004207,2019,Qiryat Bialik,310
קריית גת,2630,QIRYAT GAT,6,61,612,0,,1,57105,57043,53470,62,1954,150,,1777861298,128,606,10001813,2019,Qiryat Gat,
קריית חינוך מרחבים*,1768, ,6,62,622,42,,,,,,,,520,,1617958048,126,651,10001893,2019,,620
קריית טבעון,2300,QIRYAT TIV'ON,3,31,311,99,222,1,18128,18035,17556,93,1937,170,,2121573566,114,306,10004207,2019,Qiryat Tiv'on,
קריית ים,9600,QIRYAT YAM,3,31,311,0,221,1,39896,39813,33427,83,1941,160,,2070575043,7,352,10004207,2019,Qiryat Yam,310
קריית יערים,1137,QIRYAT YE'ARIM,1,11,111,99,444,1,6128,6128,6108,,1975,180,,2096463456,711,152,10002475,2019,Qiryat Ye'arim,
קריית יערים (מוסד),2039,QIRYAT YE'ARIM(INSTITUTE),1,11,111,26,444,1,181,179,156,2,1952,340,,2099563543,714,151,10002475,2019,Qiryat Ye'arim(Institute),
קריית מוצקין,8200,QIRYAT MOTZKIN,3,31,311,0,221,1,43304,43256,39027,48,1934,160,,2077874899,9,352,10004207,2019,Qiryat Motzkin,310
קריית מלאכי,1034,QIRYAT MAL'AKHI,6,61,611,0,143,1,23820,23747,23348,73,1951,160,,1759662669,62,617,10001821,2019,Qiryat Mal'akhi,420
קריית נטפים,3746,QIRYAT NETAFIM,7,73,,72,145,1,958,958,957,,1983,370,2,2107066931,431,710,15004488,2019,Qiryat Netafim,
קריית ענבים,78,QIRYAT ANAVIM,1,11,111,26,444,1,466,460,417,6,1920,330,15,2114063531,678,151,10002475,2019,Qiryat Anavim,
קריית עקרון,469,QIRYAT EQRON,4,44,441,99,133,1,11001,10930,10581,71,1948,170,,1833664101,55,453,10002241,2019,Qiryat Eqron,420
קריית שלמה,412,QIRYAT SHELOMO,4,41,411,19,141,1,132,128,87,4,1945,340,,1871368234,28,401,15000060,2019,Qiryat Shelomo,
קריית שמונה,2800,QIRYAT SHEMONA,2,21,211,0,,1,22512,21686,20045,826,1950,160,,2538579076,209,217,10004591,2019,Qiryat Shemona,211
קרית חינוך עזתה,1766, ,6,62,621,39,,,,,,,,520,,1612659335,143,651,10001930,2019,,620
קרית תעופה,1746, ,4,43,432,25,142,,,,,,,520,,1918665510,48,424,10002168,2019,,
קרני שומרון,3640,QARNE SHOMERON,7,73,,99,145,1,8135,8122,7868,13,1978,180,,2092067517,318,717,15004488,2019,Qarne Shomeron,710
קשת,4006,QESHET,2,29,292,71,,1,799,799,799,,1974,320,2,2759176514,701,219,10004579,2019,Qeshet,211
ראמה,543,RAME,2,24,242,99,,2,7728,15,7,7713,,280,,2346576038,385,260,10004465,2019,Rame,210
ראס אל-עין,1334,RAS AL-EIN,2,24,242,56,,2,393,,,393,,450,,2351775772,222,205,10004465,2019,Ras Al-Ein,210
ראס עלי,990,RAS ALI,3,31,311,12,222,2,643,,,643,,450,,2147974196,63,301,10004207,2019,Ras Ali,
ראש העין,2640,ROSH HAAYIN,4,42,422,0,142,1,61800,61763,60366,37,1950,150,,1961966686,83,418,10002168,2019,Rosh HaAyin,
ראש פינה,26,ROSH PINNA,2,21,213,99,,1,3148,3105,3021,43,1882,190,,2510676378,308,259,10004540,2019,Rosh Pinna,211
ראש צורים,3602,ROSH ZURIM,7,76,,76,445,1,933,933,933,,1969,330,3,2119361950,917,714,15000586,2019,Rosh Zurim,
ראשון לציון,8300,RISHON LEZIYYON,4,44,442,0,133,1,254384,254165,231427,219,1882,130,,1812465293,41,413,10002207,2019,Rishon LeZiyyon,
רבבה,3795,REVAVA,7,72,,72,145,1,2632,2632,2632,,1991,190,11,2123066950,422,710,15004488,2019,Revava,
רבדים,564,REVADIM,6,61,611,35,,1,813,813,806,,1948,330,15,1826563130,79,632,10001821,2019,Revadim,420
רביבים,354,REVIVIM,6,62,626,48,,1,1076,1067,957,9,1943,330,15,1733855041,283,620,10001918,2019,Revivim ,610
רביד,1225,RAVID,2,22,222,6,,1,114,113,111,1,1981,330,15,2437875070,165,251,10004552,2019,Ravid,214
רגבה,390,REGBA,2,24,245,4,241,1,1096,1096,1086,,1946,320,15,2096576475,17,201,10004302,2019,Regba,212
רגבים,444,REGAVIM,3,32,323,14,,1,480,480,470,,1948,330,15,2034971441,99,351,10004233,2019,Regavim,
רהט,1161,RAHAT,6,62,623,0,341,2,71437,144,91,71293,,250,,1765758882,222,618,10001946,2019,Rahat,620
רווחה,2051,REWAHA,6,61,612,34,,1,551,551,551,,1953,310,2,1747761753,84,631,10001813,2019,Rewaha,
רוויה,2016,REWAYA,2,23,231,7,,1,444,441,438,3,1952,310,2,2447470611,-109,202,10004568,2019,Rewaya,214
רוח מדבר,1341,RUAH MIDBAR,6,62,626,48,,1,53,49,36,4,,340,,1744654349,329,620,10001918,2019,Ruah Midbar,610
רוחמה,362,RUHAMA,6,61,614,37,,1,689,659,626,30,1944,330,15,1720360070,166,651,10001829,2019,Ruhama,620
רומאנה,539,RUMMANE,2,25,237,65,,2,1212,,,1212,,450,,2294274370,166,251,15002369,2019,Rummane,214
רומת הייב,997,RUMAT HEIB,2,25,237,65,,2,2047,1,1,2046,,290,,2288574255,192,251,15002369,2019,Rumat Heib,214
רועי,3619,RO'I,7,75,,75,,1,175,168,168,7,1976,310,10,2463068380,30,712,10003299,2019,Ro'i,710
רותם,3782,ROTEM,7,75,,75,,1,228,228,228,,1983,370,,2490869373,-71,712,10003299,2019,Rotem,710
רחוב,854,REHOV,2,23,231,7,,1,401,401,401,,1951,310,2,2462270634,-122,202,10004568,2019,Rehov,214
רחובות,8400,REHOVOT,4,44,441,0,133,1,143904,143536,135602,368,1890,140,,1819464438,51,414,10002241,2019,Rehovot,
רחלים,3822,REHELIM,7,72,,72,,1,802,802,802,,2013,370,11,2244166767,552,710,15004488,2019,Rehelim,
ריחאנייה,540,REIHANIYYE,2,21,212,2,,2,1195,1,,1194,,450,,2458877272,673,209,10004528,2019,Reihaniyye,211
ריחן,3568,REHAN,7,71,,72,,1,329,329,307,,1977,320,6,2129770830,363,710,15004488,2019,Rehan ,
ריינה,542,REINE,2,25,237,99,,2,19001,25,7,18976,,270,,2295373626,317,257,10004426,2019,Reine,
רימונים,3565,RIMMONIM,7,74,,73,445,1,700,694,666,6,1977,370,10,2323664896,669,711,10003299,2019,Rimmonim ,710
רינתיה,616,RINNATYA,4,42,422,25,142,1,1205,1205,1177,,1949,310,1,1933766127,62,424,10002116,2019,Rinnatya,
רכסים,922,REKHASIM,3,31,311,99,222,1,12668,12668,12650,,1957,170,,2097873968,95,355,10004207,2019,Rekhasim ,310
רם-און,1069,RAM-ON,2,23,234,8,,1,978,978,972,,1960,310,1,2246471474,79,204,10004394,2019,Ram-On ,213
רמות,4702,RAMOT,2,29,293,71,,1,552,552,543,,1970,310,1,2627375064,-13,219,10004579,2019,Ramot,211
רמות השבים,206,RAMOT HASHAVIM,4,42,421,20,131,1,1730,1730,1711,,1933,350,,1892967483,60,417,10002133,2019,Ramot HaShavim,
רמות מאיר,735,RAMOT ME'IR,4,43,432,30,143,1,749,747,738,2,1949,310,1,1865064238,82,426,10002241,2019,Ramot Me'ir,
רמות מנשה,445,RAMOT MENASHE,2,23,236,13,,1,1159,1158,1134,1,1948,330,15,2056872258,181,254,10004411,2019,Ramot Menashe,213
רמות נפתלי,372,RAMOT NAFTALI,2,21,212,55,,1,546,546,529,,1945,310,1,2520277853,436,253,10004591,2019,Ramot Naftali,211
רמלה,8500,RAMLA,4,43,432,0,133,4,76247,57947,54133,18300,1948,150,,1875264837,76,415,10002228,2019,Ramla ,
רמת גן,8600,RAMAT GAN,5,52,512,0,122,1,163481,162967,152425,514,1921,140,,1835466402,37,506,10001533,2019,Ramat Gan ,
רמת דוד,135,RAMAT DAWID,2,23,234,9,,1,522,522,510,,1926,330,15,2192473153,80,254,10004411,2019,Ramat Dawid,213
רמת הכובש,184,RAMAT HAKOVESH,4,42,421,20,141,1,1129,1129,1092,,1932,330,15,1943668046,61,417,10002133,2019,Ramat HaKovesh,
רמת השופט,335,RAMAT HASHOFET,2,23,236,13,,1,1101,1101,1034,,1941,330,15,2091072404,240,254,10004411,2019,Ramat HaShofet,213
רמת השרון,2650,RAMAT HASHARON,5,51,511,0,121,1,47246,47187,46437,59,1923,160,,1851967183,39,553,10001605,2019,Ramat HaSharon,
רמת יוחנן,178,RAMAT YOHANAN,3,31,311,12,222,1,1012,1012,979,,1932,330,15,2117474431,49,301,10004207,2019,Ramat Yohanan,
רמת ישי,122,RAMAT YISHAY,2,23,235,99,242,1,7784,7776,7609,8,1925,180,,2158173426,93,257,10004411,2019,Ramat Yishay,
"רמת כוכב מ""א 7",1828,,2,23,233,7,,,,,,,,530,,2497072050,,,,2019,,214
"רמת כוכב מ""א 8",1829,,2,23,233,8,,,,,,,,530,,2427072230,,,,2019,,213
"רמת כוכב מ""א 9",1830,,2,23,233,9,,,,,,,,530,,2362072710,,,,2019,,213
"רמת כוכב של""ש",1831,,2,23,233,,,,,,,,,530,,,,,,2019,,
רמת מגשימים,4701,RAMAT MAGSHIMIM,2,29,294,71,,1,705,705,705,,1968,320,2,2759575016,429,219,10004579,2019,Ramat Magshimim,211
"רמת מנשה מ""א 13",1837,,2,23,236,13,,,,,,,,530,,2093072110,,,,2019,,213
"רמת מנשה של""ש",1838,,2,23,236,,,,,,,,,530,,,,,,2019,,
רמת צבי,339,RAMAT ZEVI,2,23,233,8,,1,710,705,696,5,1942,310,1,2391272193,53,204,10004394,2019,Ramat Zevi,213
רמת רזיאל,460,RAMAT RAZI'EL,1,11,111,26,444,1,660,660,643,,1948,310,9,2070263124,716,151,15000597,2019,Ramat Razi'el,
רמת רחל,127,RAMAT RAHEL,1,11,111,26,444,1,545,545,531,,1926,330,15,2207962742,788,151,15000705,2019,Ramat Rahel,
רנן,789,RANNEN,6,62,622,42,344,1,703,703,690,,1950,310,1,1620758303,104,651,10001893,2019,Rannen,620
רעים,713,RE'IM,6,62,622,38,,1,409,408,375,1,1949,330,15,1485858842,49,651,10001893,2019,Re'im,620
רעננה,8700,RA'ANNANA,4,42,421,0,131,1,75422,75344,73145,78,1921,150,,1879267694,48,416,10002133,2019,Ra'annana,410
רקפת,1228,RAQQEFET,2,24,241,56,241,1,1057,1053,1033,4,1981,370,1,2251075112,313,205,10004513,2019,Raqqefet,210
רשפון,247,RISHPON,4,41,411,19,141,1,1458,1456,1418,2,1936,310,1,1836167861,26,401,10001605,2019,Rishpon,
רשפים,437,RESHAFIM,2,23,231,7,,1,1089,1089,1069,,1948,330,15,2450370959,-114,202,10004568,2019,Reshafim,214
רתמים,1260,RETAMIM,6,62,626,48,,1,537,537,537,,1983,320,15,1703255151,260,620,10001918,2019,Retamim,610
שאר ישוב,324,SHE'AR YASHUV,2,21,211,55,,1,668,668,638,,1940,310,6,2606679242,130,253,10004591,2019,She'ar Yashuv,211
שבי דרום,1377,SHAVE DAROM,6,62,621,42,,1,171,171,171,,2017,310,,1657359723,143,651,10001930,2019,Shave Darom,620
שבי ציון,282,SHAVE ZIYYON,2,24,245,4,241,1,1205,1205,1180,,1938,320,10,2082076520,7,201,10004302,2019,Shave Ziyyon,212
שבי שומרון,3571,SHAVE SHOMERON,7,72,,72,,1,977,977,976,,1977,370,11,2176368555,335,710,15004488,2019,Shave Shomeron,
שבלי - אום אל-גנם,913,SHIBLI-UMM AL-GHANAM,2,23,237,99,,2,6053,5,,6048,,280,,2380073275,178,251,10004394,2019,Shibli-Umm Al-Ghanam,214
שגב-שלום,1286,SEGEV-SHALOM,6,62,623,99,342,2,10936,3,,10933,,270,,1846556744,318,652,15003711,2019,Segev-Shalom,610
שדה אילן,721,SEDE ILAN,2,22,222,3,,1,590,590,590,,1949,310,2,2399773935,196,206,10004552,2019,Sede Ilan,214
שדה אליהו,304,SEDE ELIYYAHU,2,23,231,7,,1,692,692,684,,1939,330,3,2485370519,-191,202,10004568,2019,Sede Eliyyahu,214
שדה אליעזר,861,SEDE ELI'EZER,2,21,211,55,,1,809,808,793,1,1952,310,6,2530877233,162,253,10004540,2019,Sede Eli'ezer,211
שדה בוקר,885,SEDE BOQER,6,62,626,48,,1,479,479,463,,1952,330,15,1801253146,470,620,10001918,2019,Sede Boqer,610
שדה דוד,36,SEDE DAWID,6,61,612,50,,1,594,594,580,,1955,310,6,1699860943,92,634,10001813,2019,Sede Dawid,
שדה ורבורג,284,SEDE WARBURG,4,42,421,20,141,1,1479,1479,1461,,1938,310,10,1910467936,49,417,10002133,2019,Sede Warburg,
שדה יואב,293,SEDE YO'AV,6,61,611,35,,1,582,582,566,,1956,330,15,1694461708,98,632,10001813,2019,Sede Yo'av,420
שדה יעקב,142,SEDE YA'AQOV,2,23,235,9,,1,1103,1103,1098,,1927,310,2,2135273371,64,254,10004411,2019,Sede Ya'aqov,213
שדה יצחק,2008,SEDE YIZHAQ,3,32,324,14,,1,686,683,650,3,1952,310,1,1996070126,31,351,15002436,2019,Sede Yizhaq,
שדה משה,18,SEDE MOSHE,6,61,612,50,,1,760,759,740,1,1956,310,1,1812161329,140,634,10001813,2019,Sede Moshe,
שדה נחום,259,SEDE NAHUM,2,23,231,7,,1,806,806,791,,1937,330,15,2454871481,-82,202,10004568,2019,Sede Nahum,214
שדה נחמיה,329,SEDE NEHEMYA,2,21,211,1,,1,1234,1233,1203,1,1940,330,15,2585578807,77,253,10004591,2019,Sede Nehemya,211
שדה ניצן,1058,SEDE NIZZAN,6,62,622,38,,1,335,335,331,,1973,310,1,1446557122,135,651,10001893,2019,Sede Nizzan,620
שדה עוזיהו,739,SEDE UZZIYYAHU,6,61,611,33,143,1,1571,1569,1557,2,1950,310,6,1695562943,30,616,10001821,2019,Sede Uzziyyahu,420
שדה צבי,2049,SEDE ZEVI,6,62,621,42,,1,665,665,663,,1953,310,10,1726759530,202,651,10001930,2019,Sede Zevi,620
שדות ים,327,SEDOT YAM,3,32,324,15,,1,1096,1094,1049,2,1940,330,15,1901671086,9,303,10004261,2019,Sedot Yam,
שדות מיכה,27,SEDOT MIKHA,1,11,112,26,,1,378,378,377,,1955,310,1,1925462543,219,151,15000597,2019,Sedot Mikha,
שדי אברהם,1223,SEDE AVRAHAM,6,62,622,38,,1,357,357,354,,1981,310,1,1367156924,86,651,10001893,2019,Sede Avraham,620
שדי חמד,2015,SEDE HEMED,4,42,421,20,142,1,1019,1019,1006,,1952,310,1,1948167404,35,417,10002133,2019,Sede Hemed,
שדי תרומות,2057,SEDE TERUMOT,2,23,231,7,,1,463,463,461,,1951,310,2,2459270520,-128,202,10004568,2019,Sede Terumot,214
שדמה,555,SHEDEMA,4,44,441,32,143,1,594,594,589,,1954,310,10,1756363779,48,456,15002488,2019,Shedema,
שדמות דבורה,306,SHADMOT DEVORA,2,22,222,3,,1,683,682,672,1,1939,310,1,2411773355,146,206,10004552,2019,Shadmot Devora,214
שדמות מחולה,3578,SHADMOT MEHOLA,7,75,,75,,1,666,666,665,,1979,320,2,2504469484,-190,712,10003299,2019,Shadmot Mehola,710
שדרות,1031,SEDEROT,6,61,614,0,,1,27635,27484,25853,151,1951,160,,1614960412,89,611,10001829,2019,Sederot,620
שואבה,741,SHO'EVA,1,11,111,26,444,1,655,655,647,,1950,310,10,2074863395,620,151,15000597,2019,Sho'eva,
שובה,761,SHUVA,6,62,621,39,,1,691,691,691,,1950,310,2,1566959571,108,651,10001930,2019,Shuva,620
שובל,394,SHOVAL,6,62,621,41,341,1,820,820,775,,1946,330,15,1756559148,204,625,10001946,2019,Shoval,620
שוהם,1304,SHOHAM,4,43,432,99,142,1,21046,21044,20871,2,1993,160,,1949465613,96,421,10002168,2019,Shoham ,
שומרה,614,SHOMERA,2,24,244,52,,1,353,350,345,3,1949,310,1,2268677643,551,255,10004302,2019,Shomera,212
שומרייה,1265,SHOMERIYYA,6,62,623,41,341,1,825,825,825,,1984,330,15,1889659340,378,625,10001937,2019,Shomeriyya,620
שוקדה,415,SHOQEDA,6,62,621,39,,1,564,564,561,,1957,310,2,1548259242,82,651,10001930,2019,Shoqeda,620
שורש,456,SHORESH,1,11,111,26,444,1,1247,1241,1190,6,1948,320,6,2062763384,676,151,15000597,2019,Shoresh,
שורשים,1235,SHORASHIM,2,24,242,56,241,1,518,518,508,,1985,320,1,2246175536,134,205,10004513,2019,Shorashim,210
שושנת העמקים,224,SHOSHANNAT HAAMAQIM,4,41,411,16,141,1,505,505,496,,1951,350,,1867569564,19,409,10002089,2019,Shoshannat HaAmaqim,
שזור,527,SHEZOR,2,24,242,2,,1,323,323,318,,1953,310,1,2333275981,282,209,10004465,2019,Shezor,211
שחר,7,SHAHAR,6,61,612,50,,1,879,879,869,,1955,310,1,1740161425,100,634,10001813,2019,Shahar,
שחרות,1266,SHAHARUT,6,62,627,53,,1,164,164,148,,1985,370,13,1997042399,531,608,10001955,2019,Shaharut,
שיבולים,865,SHIBBOLIM,6,62,621,39,,1,300,300,299,,1952,310,2,1626858946,130,651,10001930,2019,Shibbolim ,620
שיטים,1267,SHITTIM,6,62,627,53,,,,,,,,510,,2013045424,298,608,10001955,2019,Shittim,
שייח' דנון,658,SHEIKH DANNUN,2,24,243,4,,2,2887,1,,2886,,290,,2141776648,84,201,10004302,2019,Sheikh Dannun,212
שילה,3641,SHILO,7,74,,73,,1,4356,4356,4355,,1979,190,,2286166224,719,711,10003299,2019,Shilo,710
שילת,1165,SHILAT,4,43,431,25,142,1,771,771,755,,1977,310,6,2020064728,265,424,10002277,2019,Shilat,
שכניה,1160,SHEKHANYA,2,24,241,56,241,1,814,814,805,,1980,370,10,2234275046,439,205,10004513,2019,Shekhanya,210
שלווה,873,SHALWA,6,61,612,34,,1,503,503,496,,1952,310,2,1779360802,166,631,10001813,2019,Shalwa,
שלווה במדבר,1373,SHALVA BAMIDBAR,6,62,626,48,,,,,,,,510,,1746152689,505,620,10001918,2019,Shalva Bamidbar                                   ,610
שלוחות,439,SHELUHOT,2,23,231,7,,1,451,451,451,,1948,330,3,2454070861,-116,202,10004568,2019,Sheluhot,214
שלומי,812,SHELOMI,2,24,245,99,,1,6512,6421,5944,91,1950,180,,2142177563,73,255,10004302,2019,Shelomi,212
שלומית,1364,SHLOMIT,6,62,622,38,,1,365,365,364,,2011,370,11,1337756441,93,651,10001893,2019,Shlomit                                           ,620
שלומציון,1793, ,7,75,,75,,,,,,,,520,,2467566742,-257,712,10003299,2019,,710
שמיר,366,SHAMIR,2,21,211,1,,1,923,923,869,,1944,330,15,2619478579,190,253,10004591,2019,Shamir,211
שמעה,3784,SHIM'A,7,77,,78,,1,741,741,738,,1985,370,11,2012258844,609,715,15003512,2019,Shim'a,
שמרת,432,SHAMERAT,2,24,246,4,241,1,580,580,569,,1948,330,15,2092076183,17,201,10004315,2019,Shamerat,212
שמשית,1337,SHIMSHIT,2,23,237,9,242,1,2514,2514,2503,,2000,190,,2234173758,222,254,10004426,2019,Shimshit,213
שני,1287,SHANI,6,62,623,,,1,544,543,464,1,1989,370,11,2066558490,695,699,10001937,2019,Shani,
שניר,1132,SENIR,2,21,211,1,,1,586,585,575,1,1967,330,15,2635779414,307,253,10004591,2019,Senir,211
שעב,538,SHA'AB,2,24,241,99,241,2,7061,2,1,7059,,280,,2226375498,51,263,15002411,2019,Sha'ab,
שעל,4009,SHA'AL,2,29,292,71,,1,276,276,269,,1976,310,9,2674078025,783,219,10004579,2019,Sha'al,211
שעלבים,856,SHA'ALVIM,4,43,431,30,143,1,1928,1928,1928,,1951,330,8,1984964193,189,426,10002277,2019,Sha'alvim ,
שער אפרים,661,SHA'AR EFRAYIM,4,41,412,18,141,1,1908,1905,1881,3,1953,310,1,1999268840,42,412,10002155,2019,Sha'ar Efrayim,
שער הגולן,264,SHA'AR HAGOLAN,2,22,221,6,,1,544,544,525,,1937,330,15,2569373258,-195,214,10004552,2019,Sha'ar HaGolan ,214
שער העמקים,237,SHA'AR HAAMAQIM,3,31,311,12,222,1,738,738,704,,1935,330,15,2108373650,62,301,10004207,2019,Sha'ar HaAmaqim,
שער מנשה,921,SHA'AR MENASHE,3,32,324,14,,1,574,512,492,62,1949,340,,2016170594,38,351,15002436,2019,Sha'ar Menashe,
שערי תקווה,3720,SHA'ARE TIQWA,7,73,,72,145,1,6040,6036,5849,4,1983,180,,2026666995,179,710,15004488,2019,Sha'are Tiqwa,
שפיים,232,SHEFAYIM,4,41,411,19,141,1,1303,1302,1283,1,1935,330,15,1836768049,37,401,15000060,2019,Shefayim,
שפיר,692,SHAFIR,6,61,611,34,,1,920,920,912,,1949,310,2,1743562283,58,631,10001821,2019,Shafir,
"שפלת יהודה מ""א 26",1803,,1,11,112,26,,,,,,,,530,,1939062680,,,,2019,,
"שפלת יהודה של""ש",1804,,1,11,112,,,,,,,,,530,,,,,,2019,,
שפר,846,SHEFER,2,21,212,2,,1,427,426,420,1,1950,310,1,2411276098,592,209,10004528,2019,Shefer,211
שפרעם,8800,SHEFAR'AM,2,24,241,0,241,2,42136,146,96,41990,,260,,2164074572,137,261,10004497,2019,Shefar'am,310
שקד,3649,SHAQED,7,71,,72,,1,961,961,928,,1981,370,9,2160970880,405,710,15004488,2019,Shaqed,
שקף,1233,SHEQEF,6,61,612,50,,1,500,500,498,,1982,310,9,1939560256,417,634,10001813,2019,Sheqef,
שרונה,292,SHARONA,2,22,222,3,,1,572,572,560,,1938,310,1,2440173687,253,206,10004552,2019,Sharona,214
שריגים (לי-און),1114,SARIGIM (LI-ON),1,11,112,26,444,1,1082,1081,1046,1,1960,350,,1939062060,308,151,15000597,2019,Sarigim (Li-On),
שריד,126,SARID,2,23,234,9,,1,882,882,856,,1926,330,15,2214672985,89,254,10004411,2019,Sarid,213
שרשרת,398,SHARSHERET,6,62,621,39,,1,321,321,321,,1951,310,2,1622559044,142,651,10001930,2019,Sharsheret,620
שתולה,1045,SHETULA,2,24,244,52,,1,293,293,289,,1969,310,1,2297077667,654,255,10004302,2019,Shetula,212
שתולים,763,SHETULIM,6,61,611,33,143,1,2116,2116,2089,,1950,191,1,1701163134,30,616,10001821,2019,Shetulim,420
תאשור,2062,TE'ASHUR,6,62,621,41,344,1,446,446,435,,1953,310,1,1660658680,137,625,10001893,2019,Te'ashur,620
תדהר,2061,TIDHAR,6,62,621,41,344,1,652,652,647,,1953,310,1,1645658762,115,625,10001893,2019,Tidhar,620
תובל,1172,TUVAL,2,24,243,56,,1,319,317,298,2,1980,330,15,2232875940,527,205,15002358,2019,Tuval,210
תומר,3558,TOMER,7,75,,75,,1,276,276,274,,1978,310,1,2416065841,-228,712,10003299,2019,Tomer,710
